product_url	name	description	image_url	category	price
"http://www.cocktail.uk.com/shop/products/product.asp?ID=19"	"Champagne Accessories (Iron Stand)"	"Polished champagne/wine bucket with stainless steel handles. Why not add one of our black wrought iron stands to place the bucket in."	"http://www.cocktail.uk.com/images/shop/products/39.jpeg"	"Wine Racks & Stands"	"29.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=20"	"Nickel Bottle Stopper (SALE Was £6.99)"	"If you can't manage to finish off a whole bottle then this presentable little fella is for you. Made from top quality nickel and presented in a gift box."	"http://www.cocktail.uk.com/images/shop/products/1073.jpg"	"Corkscrews & Bottle Stoppers"	"3.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=21"	"Wine Thermometer"	"The correct temperature is essential for the true enjoyment of wine. By using this crystal wine thermometer you can ensure that your wine is served at the ideal temperature."	"http://www.cocktail.uk.com/images/shop/products/5452.jpg"	"Other Wine Stuff"	"4.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=23"	"Corkies (Pack of 3)"	"Pack of 3 expanding wine stoppers which will give an air tight seal to your wine."	"http://www.cocktail.uk.com/images/shop/products/66.jpeg"	"Corkscrews & Bottle Stoppers"	"1.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=24"	"3 In 1 Bottle Opener"	"This is our favourite opener. Armed with corkscrew, bottle opener and wine foil cutter all in one this little gadget is an essential purchase for everyone!"	"http://www.cocktail.uk.com/images/shop/products/68.jpeg"	"Bottle Openers"	"6.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=25"	"Scorpion Corkscrew"	"This British made corkscrew is themed exactly on a scorpion. Made of quality materials with power action, extracts corks with minimum effort."	"http://www.cocktail.uk.com/images/shop/products/5420.jpg"	"Corkscrews & Bottle Stoppers"	"22.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=26"	"Bubbly Bung Champagne Stopper"	"Keep the bubbles in your champagne! Fits firmly on champagne bottles sealing it tight. Simply press on and push the button on the top to release."	"http://www.cocktail.uk.com/images/shop/products/56.jpeg"	"Corkscrews & Bottle Stoppers"	"3.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=29"	"Piranah Foil Cutter (Chrome Effect)"	"Easy to use and accurate foil cutter. Available in stylish chrome effect and blue in plastic gift box. Simply place the fish over the bottle seal, grip firmly and turn to cut then lift to cleanly remove foil."	"http://www.cocktail.uk.com/images/shop/products/470.jpeg"	"Other Wine Stuff"	"3.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=33"	"Dolphin Opener"	"Quality polycarbonate dolphin styled corkscrew presented in clear plastic case, with steel worm and foil cutter."	"http://www.cocktail.uk.com/images/shop/products/5436.jpg"	"Bottle Openers"	"8.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=34"	"Wine Collar"	"Silver plated wine bib stops spillage down your bottle. Gift boxed."	"http://www.cocktail.uk.com/images/shop/products/5445.jpg"	"Other Wine Stuff"	"2.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=38"	"Corkjack"	"A breakthrough in corkscrew technology with a unique jacking action."	"http://www.cocktail.uk.com/images/shop/products/5427.jpg"	"Corkscrews & Bottle Stoppers"	"9.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=37"	"Wall Mounted Cork Extractor (Brass Version)"	"Undo wine bottles with ease and pleasure with this quality unit. Simply insert bottle neck, pull lever down, then back up and your bottle is open!"	"http://www.cocktail.uk.com/images/shop/products/94.jpeg"	"Corkscrews & Bottle Stoppers"	"69.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=37"	"Wall Mounted Cork Extractor (Chrome Version)"	"Undo wine bottles with ease and pleasure with this quality unit. Simply insert bottle neck, pull lever down, then back up and your bottle is open!"	"http://www.cocktail.uk.com/images/shop/products/94.jpeg"	"Corkscrews & Bottle Stoppers"	"49.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=36"	"Shelf Mounted Cork Extractor (Brass Version Was £69.99)"	"Undo wine bottles with ease and pleasure with this quality unit. Simply insert bottle neck, pull lever down, then back up and your bottle is open!"	"http://www.cocktail.uk.com/images/shop/products/92.jpeg"	"Corkscrews & Bottle Stoppers"	"49.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=36"	"Shelf Mounted Cork Extractor (Chrome Version Was £69.99)"	"Undo wine bottles with ease and pleasure with this quality unit. Simply insert bottle neck, pull lever down, then back up and your bottle is open!"	"http://www.cocktail.uk.com/images/shop/products/92.jpeg"	"Corkscrews & Bottle Stoppers"	"49.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=41"	"Stainless Steel Zapcap"	"The Worlds Greatest Bottle Opener just got better."	"http://www.cocktail.uk.com/images/shop/products/105.jpeg"	"Bottle Openers"	"9.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=48"	"Straw Drinking Glasses"	"A great way to sup your pint. This straw is shaped into a set of glasses. Easy to assemble and great fun!"	"http://www.cocktail.uk.com/images/shop/products/1833.gif"	"Novelty"	"3.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=50"	"Crazy Straws"	"Pack 4 crazy straws that you were probably given as a child to keep you amused just that bit longer!"	"http://www.cocktail.uk.com/images/shop/products/126.jpeg"	"Novelty"	"1.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=52"	"Pink Elephant Coolers"	"Ice cubes the shape of elephants? Yep."	"http://www.cocktail.uk.com/images/shop/products/122.jpeg"	"Novelty"	"3.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=54"	"Hangover Handbook"	"Have you ever groaned and cursed the morning after an alcoholic session? Then this book is for you!!!!"	"http://www.cocktail.uk.com/images/shop/products/118.jpeg"	"Novelty"	"3.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=56"	"Professional Shooter Belt (Shooter Belt)"	"Ideal for Tequila, 2 quality leather shoulder straps holds 12 shot glasses."	"http://www.cocktail.uk.com/images/shop/products/114.jpeg"	"Novelty"	"229.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=57"	"Novelty Ice Trays (White Cats)"	"Add some enjoyment to your drinks with a choice of different ice mould trays."	"http://www.cocktail.uk.com/images/shop/products/112.jpg"	"Novelty"	"5.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=57"	"Novelty Ice Trays (Scotty Dogs)"	"Add some enjoyment to your drinks with a choice of different ice mould trays."	"http://www.cocktail.uk.com/images/shop/products/112.jpg"	"Novelty"	"5.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=58"	"Boston Cocktail Shaker"	"Stainless steel shaker and glass top with five recipes and measurer on. Fitted with rubber joining gasket. Boxed."	"http://www.cocktail.uk.com/images/shop/products/801.jpg"	"Shakers and Mixes"	"11.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=59"	"Jigger Measure"	"Stainless steel double ended measure essential for all cocktailers. Gives an accurate measure of both 25ml and 50ml shots."	"http://www.cocktail.uk.com/images/shop/products/210.jpeg"	"Bar Essentials"	"5.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=60"	"Recipe Cocktail Shaker"	"Simply rotate the base to one of the eight cocktails and the ingredients will be displayed on the side of the shaker. Approx height 230mm, made from quality stainless steel."	"http://www.cocktail.uk.com/images/shop/products/800.jpg"	"Cocktail Equipment"	"19.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=61"	"Atomic Cocktails Book"	"From a glittering Stardust to a Cognac Zoom, Atomic Cocktails will blast you into the ether with more than fifty space-age cocktails."	"http://www.cocktail.uk.com/images/shop/products/204.jpeg"	"Cocktail Books"	"11.95"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=62"	"The Art of the Cocktail Book"	"This book looks at the enduring tradition, featuring recipes for one hundred drinks exquisitely photographed in vintage cocktail glasses."	"http://www.cocktail.uk.com/images/shop/products/202.jpeg"	"Cocktail Books"	"10.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=64"	"Shot Float Kit"	"Makes layered drinks quick'n'easy! Cocktail books have described layered cocktails or 'shooters' as 'works of art' and 'a sight to behold and drink'. Until now these classic drinks, like the B-52 could take literally minutes to prepare."	"http://www.cocktail.uk.com/images/shop/products/197.jpeg"	"Cocktail Novelty"	"9.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=65"	"Twisted Mixing Spoon"	"Professional stainless steel cocktail mixing spoon with ice crusher on the end."	"http://www.cocktail.uk.com/images/shop/products/968.jpg"	"Bar Essentials"	"6.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=66"	"Cocktail Strainer"	"Stainless steel strainer used to drain your cocktail through a glass/shaker of ice."	"http://www.cocktail.uk.com/images/shop/products/193.jpeg"	"Bar Essentials"	"2.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=67"	"Stainless Steel Pourer (Single)"	"Free flowing quality pourer with long lasting cork. (Cannot be used with cordials)"	"http://www.cocktail.uk.com/images/shop/products/191.jpeg"	"Bar Essentials"	"1.50"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=67"	"Stainless Steel Pourer (Pack of 5)"	"Free flowing quality pourer with long lasting cork. (Cannot be used with cordials)"	"http://www.cocktail.uk.com/images/shop/products/191.jpeg"	"Bar Essentials"	"6.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=68"	"Plastic Pourers (Single)"	"Durable plastic pourer for use with all liquids."	"http://www.cocktail.uk.com/images/shop/products/189.jpeg"	"Bar Essentials"	"1.25"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=68"	"Plastic Pourers (Pack of 12)"	"Durable plastic pourer for use with all liquids."	"http://www.cocktail.uk.com/images/shop/products/189.jpeg"	"Bar Essentials"	"11.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=69"	"Chrome Ball Pourer"	"Pours a single 25ml shot from standard bottle."	"http://www.cocktail.uk.com/images/shop/products/187.jpeg"	"Bar Essentials"	"9.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=70"	"Chrome Ice Crusher (SALE Was £39.99)"	"For home or professional use, sharp and efficient. Its manual action produces a quart of fine or coarse crushed ice in less than a minute."	"http://www.cocktail.uk.com/images/shop/products/185.jpeg"	"Bar Essentials"	"34.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=72"	"Plastic Ice Crusher"	"One of the beauties of ice is its free! Simply add ice & turn handle."	"http://www.cocktail.uk.com/images/shop/products/215.jpeg"	"Bar Essentials"	"10.00"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=73"	"Stainless Steel Bar Measures (25ml)"	"Made from top quality 18-8 stainless steel these professional measures are used by all top barmen, available in 25ml, 35ml, 50ml, and a massive 125ml."	"http://www.cocktail.uk.com/images/shop/products/179.jpg"	"Bar Essentials"	"5.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=73"	"Stainless Steel Bar Measures (35ml)"	"Made from top quality 18-8 stainless steel these professional measures are used by all top barmen, available in 25ml, 35ml, 50ml, and a massive 125ml."	"http://www.cocktail.uk.com/images/shop/products/179.jpg"	"Bar Essentials"	"6.49"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=73"	"Stainless Steel Bar Measures (50ml)"	"Made from top quality 18-8 stainless steel these professional measures are used by all top barmen, available in 25ml, 35ml, 50ml, and a massive 125ml."	"http://www.cocktail.uk.com/images/shop/products/179.jpg"	"Bar Essentials"	"6.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=73"	"Stainless Steel Bar Measures (125ml)"	"Made from top quality 18-8 stainless steel these professional measures are used by all top barmen, available in 25ml, 35ml, 50ml, and a massive 125ml."	"http://www.cocktail.uk.com/images/shop/products/179.jpg"	"Bar Essentials"	"7.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=74"	"Sombrero Salt Rimmer"	"Funky looking device for adding salt to the rims of your cocktail glasses. Simply twist the glass on the top of the hat."	"http://www.cocktail.uk.com/images/shop/products/927.jpg"	"Cocktail Novelty"	"3.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=75"	"Flairco Flair Bottles (each)"	"For the more adventurous among us, our 750ml flair bottles weigh the same as an empty glass bottle but are shatterproof and will take a lot of abuse."	"http://www.cocktail.uk.com/images/shop/products/5158.jpg"	"Flair Stuff"	"16.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=77"	"Glitter Sticks (10)"	"150mm wooden stick with shiny foil strands on top."	"http://www.cocktail.uk.com/images/shop/products/171.jpeg"	"Cocktail Novelty"	"1.75"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=77"	"Glitter Sticks (100)"	"150mm wooden stick with shiny foil strands on top."	"http://www.cocktail.uk.com/images/shop/products/171.jpeg"	"Cocktail Novelty"	"9.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=78"	"Straight Straws (100x Clear 200mm Straws)"	"Pack of 100 straws."	"http://www.cocktail.uk.com/images/shop/products/169.jpeg"	"Shakers and Mixes"	"1.75"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=78"	"Straight Straws (100x Blue 200mm Straws)"	"Pack of 100 straws."	"http://www.cocktail.uk.com/images/shop/products/169.jpeg"	"Shakers and Mixes"	"1.75"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=78"	"Straight Straws (100x 100mm Red & White Sip Straws)"	"Pack of 100 straws."	"http://www.cocktail.uk.com/images/shop/products/169.jpeg"	"Shakers and Mixes"	"1.50"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=80"	"Stirrers (25 Oar Stirrers)"	"Pack of 25 mixed colour stirrers in either a paddle shape (Oar Stirrers) or disc shape (Swizzle Sticks)."	"http://www.cocktail.uk.com/images/shop/products/165.jpeg"	"Cocktail Novelty"	"1.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=80"	"Stirrers (25 Swizzle Sticks)"	"Pack of 25 mixed colour stirrers in either a paddle shape (Oar Stirrers) or disc shape (Swizzle Sticks)."	"http://www.cocktail.uk.com/images/shop/products/165.jpeg"	"Cocktail Novelty"	"1.75"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=81"	"Fuzzy Animals (Bag of 10)"	"Pack of 10 re-usable assorted creatures to sit on the edge of your cocktail glass. Including penguin, pierrot, dinosaur and small stork."	"http://www.cocktail.uk.com/images/shop/products/819.jpg"	"Cocktail Novelty"	"1.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=81"	"Fuzzy Animals (Box of 100)"	"Pack of 10 re-usable assorted creatures to sit on the edge of your cocktail glass. Including penguin, pierrot, dinosaur and small stork."	"http://www.cocktail.uk.com/images/shop/products/819.jpg"	"Cocktail Novelty"	"14.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=82"	"Bar Caddy (Unit Only)"	"Black bar caddy with 5 compartments, one of which holds around 100 cocktail napkins.  (Napkins supplied separately in packs of 200, 130mm x 130mm folded)."	"http://www.cocktail.uk.com/images/shop/products/163.jpeg"	"Bar Essentials"	"7.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=82"	"Bar Caddy (200 Cocktail Napkins Only)"	"Black bar caddy with 5 compartments, one of which holds around 100 cocktail napkins.  (Napkins supplied separately in packs of 200, 130mm x 130mm folded)."	"http://www.cocktail.uk.com/images/shop/products/163.jpeg"	"Bar Essentials"	"3.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=83"	"Bar Caddy Starter Kit"	"All you need to start your cocktail making in one go!"	"http://www.cocktail.uk.com/images/shop/products/161.jpeg"	"Bar Essentials"	"17.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=84"	"Cocktail Mixes (170g Lime Mix - Makes 1/4 Gallon)"	"Makes perfect Sours, Daiquiris, Collins and Margaritas!"	"http://www.cocktail.uk.com/images/shop/products/159.jpeg"	"Shakers and Mixes"	"4.25"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=84"	"Cocktail Mixes (170g Lemon Mix - Makes 1/4 Gallon)"	"Makes perfect Sours, Daiquiris, Collins and Margaritas!"	"http://www.cocktail.uk.com/images/shop/products/159.jpeg"	"Shakers and Mixes"	"4.25"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=84"	"Cocktail Mixes (680g Lemon Mix - Makes 1 Gallon)"	"Makes perfect Sours, Daiquiris, Collins and Margaritas!"	"http://www.cocktail.uk.com/images/shop/products/159.jpeg"	"Shakers and Mixes"	"8.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=86"	"Pat O'Brians Cocktail Mix"	"Re-create the fun times of Mardi Gras. The excitement of Bourbon Street. A taste of New Orleans is made easily with Pat O’Brien’s® Hurricane Cocktail Mix."	"http://www.cocktail.uk.com/images/shop/products/155.jpeg"	"Shakers and Mixes"	"4.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=87"	"Cocktail Foamer"	"A few drops give a frothy head to shaken or blended drinks giving a better look!"	"http://www.cocktail.uk.com/images/shop/products/930.jpg"	"Shakers and Mixes"	"4.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=88"	"Coconut Cream (Single Tin)"	"Essential ingredient for Pina Coladas and Coconut Daiquiri's!"	"http://www.cocktail.uk.com/images/shop/products/5192.jpg"	"Shakers and Mixes"	"3.50"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=89"	"Stainless Steel Bar Cutting Board"	"High quality stainless steel bar board. Complete with wooden insert. Perfect for cutting fruit etc."	"http://www.cocktail.uk.com/images/shop/products/682.jpg"	"Bar Essentials"	"27.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=90"	"Bar Knife"	"Stainless steel bladed forked knife."	"http://www.cocktail.uk.com/images/shop/products/1767.jpg"	"Bar Essentials"	"3.50"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=91"	"Retro Blender"	"3 speed blender with solid glass 1.5ltr jug/mixer."	"http://www.cocktail.uk.com/images/shop/products/145.jpeg"	"Bar Essentials"	"69.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=92"	"Soda Syphon (Syphon Only)"	"Made from high grade brushed stainless steel with 1ltr capacity. Cartridges available separately."	"http://www.cocktail.uk.com/images/shop/products/971.jpg"	"Bar Essentials"	"39.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=92"	"Soda Syphon (Pack of 10 Spare Cartridges)"	"Made from high grade brushed stainless steel with 1ltr capacity. Cartridges available separately."	"http://www.cocktail.uk.com/images/shop/products/971.jpg"	"Bar Essentials"	"4.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=94"	"Hollywood Cocktails Book"	"Relive the stories of the movies and the drinks linked to them, and create your own cocktails using the recipes here"	"http://www.cocktail.uk.com/images/shop/products/1533.jpg"	"Cocktail Books"	"9.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=96"	"Straw Dispenser"	"Old fashioned style straw dispenser. Lift from the top and the insert will rise with the straws."	"http://www.cocktail.uk.com/images/shop/products/261.jpeg"	"Bar Essentials"	"9.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=97"	"Stainless Steel Waiters Tray"	"300mm durable stainless steel bar tray with lipped rim."	"http://www.cocktail.uk.com/images/shop/products/259.jpeg"	"Bar Essentials"	"6.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=98"	"Brass Last Orders Bell"	"Wall mounted 175mm diameter bell. Perfect for letting everyone know the party is over!"	"http://www.cocktail.uk.com/images/shop/products/1793.gif"	"Behind The Bar"	"29.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=99"	"Pub Spirit Measure Set (25ml Set)"	"A Pub Measure & Bracket is a must for all wannabe pub landlords. The most essential item for any home bar area!"	"http://www.cocktail.uk.com/images/shop/products/1645.jpg"	"England Merchandise"	"10.00"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=99"	"Pub Spirit Measure Set (25ml Set *4 Pack Deal*)"	"A Pub Measure & Bracket is a must for all wannabe pub landlords. The most essential item for any home bar area!"	"http://www.cocktail.uk.com/images/shop/products/1645.jpg"	"England Merchandise"	"29.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=99"	"Pub Spirit Measure Set (2x25ml Set & 2x50ml Set *Deal*)"	"A Pub Measure & Bracket is a must for all wannabe pub landlords. The most essential item for any home bar area!"	"http://www.cocktail.uk.com/images/shop/products/1645.jpg"	"England Merchandise"	"29.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=99"	"Pub Spirit Measure Set (35ml Set *4 Pack Deal*)"	"A Pub Measure & Bracket is a must for all wannabe pub landlords. The most essential item for any home bar area!"	"http://www.cocktail.uk.com/images/shop/products/1645.jpg"	"England Merchandise"	"29.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=100"	"Free Hand Bottle Opener (Single)"	"For all you bar persons in a rush comes the hand held bottle opener. Well actually you don't have to hold it as the elastic strap holds it in the palm of your hand!"	"http://www.cocktail.uk.com/images/shop/products/255.jpeg"	"Bottle Openers"	"3.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=102"	"Shelf Mounted Bottle Top Opener & Catcher"	"This cool bottle opener will take the tops off your beer bottles with ease - And catch them - Result."	"http://www.cocktail.uk.com/images/shop/products/268.jpeg"	"Bottle Openers"	"9.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=103"	"Deluxe Chrome Bottle Carousel & Measures (SALE Was £89.99)"	"If you like a bottle permanently by your side then this is the product for you. Free standing bottle carousel in chrome including measures."	"http://www.cocktail.uk.com/images/shop/products/1639.jpg"	"Fathers Day Gifts"	"69.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=104"	"Drip Tray (Brass)"	"Our brass drip tray is lacquered to prevent tarnishing with a black plastic insert but still gives the effect of natural brass."	"http://www.cocktail.uk.com/images/shop/products/684.jpg"	"Bar Essentials"	"29.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=104"	"Drip Tray (Stainless Steel)"	"Our brass drip tray is lacquered to prevent tarnishing with a black plastic insert but still gives the effect of natural brass."	"http://www.cocktail.uk.com/images/shop/products/684.jpg"	"Bar Essentials"	"29.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=105"	"Pub Laws Sign"	"Want your fellow drinkers to know the bar rules? Then stick this up! All four UK drinking laws on one sign."	"http://www.cocktail.uk.com/images/shop/products/6113.jpg"	"Behind The Bar"	"5.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=106"	"Ribbed Rubber Corks (Bag of 5 Standard)"	"Pack of 5 ribbed rubber corks for pub measures"	"http://www.cocktail.uk.com/images/shop/products/247.jpg"	"Behind The Bar"	"1.75"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=107"	"Store & Pour (White)"	"Store & Pour storing and pouring system with coloured necks"	"http://www.cocktail.uk.com/images/shop/products/245.jpeg"	"Behind The Bar"	"6.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=107"	"Store & Pour (Orange)"	"Store & Pour storing and pouring system with coloured necks"	"http://www.cocktail.uk.com/images/shop/products/245.jpeg"	"Behind The Bar"	"6.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=107"	"Store & Pour (Red)"	"Store & Pour storing and pouring system with coloured necks"	"http://www.cocktail.uk.com/images/shop/products/245.jpeg"	"Behind The Bar"	"6.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=107"	"Store & Pour (Green)"	"Store & Pour storing and pouring system with coloured necks"	"http://www.cocktail.uk.com/images/shop/products/245.jpeg"	"Behind The Bar"	"6.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=107"	"Store & Pour (Yellow)"	"Store & Pour storing and pouring system with coloured necks"	"http://www.cocktail.uk.com/images/shop/products/245.jpeg"	"Behind The Bar"	"6.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=107"	"Store & Pour (Brown)"	"Store & Pour storing and pouring system with coloured necks"	"http://www.cocktail.uk.com/images/shop/products/245.jpeg"	"Behind The Bar"	"4.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=108"	"Rubber Bar Mat"	"As used in trendy bars and restaurants this durable black rubber mat is easily washable making it a cleaner alternative to traditional bar towels."	"http://www.cocktail.uk.com/images/shop/products/241.jpeg"	"Bar Essentials"	"9.99"
